team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Pacers,105,0.4574,0.2353,0.8824,12,32,24,8,4,14,2019-01-06
Raptors,121,0.5176,0.5152,0.4848,8,33,30,9,4,15,2019-01-06
Pacers,121,0.5213,0.4615,0.4231,11,36,30,8,1,14,2019-01-11
Knicks,106,0.4432,0.359,0.359,8,29,22,8,5,16,2019-01-11
Suns,97,0.4211,0.2963,0.3333,10,33,26,8,6,19,2019-01-15
Pacers,131,0.5169,0.48,1.08,9,43,31,11,7,14,2019-01-15
76ers,120,0.5287,0.5294,0.2941,9,42,38,8,6,16,2019-01-17
Pacers,96,0.4021,0.3103,0.3103,12,28,23,9,3,12,2019-01-17
Raptors,106,0.413,0.3077,0.4615,10,35,28,2,5,9,2019-01-23
Pacers,110,0.4348,0.3462,0.8077,12,36,27,6,7,6,2019-01-23
Pacers,103,0.4324,0.3333,1.1111,7,33,20,7,5,17,2019-01-26
Grizzlies,106,0.4875,0.3214,0.6786,8,28,29,8,5,12,2019-01-26
Pacers,89,0.3929,0.2903,0.4516,10,29,27,6,3,15,2019-01-30
Wizards,107,0.5256,0.4286,0.4643,8,33,27,8,4,14,2019-01-30
Pacers,100,0.4505,0.2105,0.7368,6,36,26,8,2,9,2019-01-31
Magic,107,0.4634,0.44,0.8,9,39,25,4,5,15,2019-01-31
Pacers,95,0.427,0.2917,0.5,14,29,26,15,4,13,2019-02-02
Heat,88,0.4225,0.3,0.6333,10,33,21,8,4,23,2019-02-02
Pacers,109,0.4505,0.3571,0.6071,8,35,25,5,3,9,2019-02-04
Pelicans,107,0.4333,0.2368,0.5263,13,42,26,6,4,16,2019-02-04
Lakers,94,0.4667,0.1905,0.9524,3,31,25,5,3,19,2019-02-05
Pacers,136,0.5714,0.5588,0.1471,10,30,37,11,7,10,2019-02-05
Clippers,92,0.4353,0.3529,0.7059,9,27,23,14,6,19,2019-02-07
Pacers,116,0.5632,0.4091,0.4091,7,35,26,15,12,19,2019-02-07
Bucks,106,0.4419,0.2903,0.6774,10,42,22,7,3,10,2019-02-13
Pacers,97,0.4205,0.3704,0.4815,4,39,22,6,4,11,2019-02-13
Pelicans,111,0.4624,0.2963,0.6296,14,37,25,5,5,17,2019-02-22
Pacers,126,0.4731,0.4375,0.75,13,35,28,10,5,11,2019-02-22
Pacers,119,0.5663,0.44,0.56,12,29,29,13,0,23,2019-02-23
Wizards,112,0.5316,0.3714,0.4286,8,24,27,15,5,22,2019-02-23
Timberwolves,115,0.4719,0.3077,0.8846,21,35,16,5,7,15,2019-02-28
Pacers,122,0.4762,0.5926,0.963,8,27,35,8,11,11,2019-02-28
Magic,117,0.5055,0.3571,0.5357,11,30,28,7,5,9,2019-03-02
Pacers,112,0.5455,0.2593,0.7778,3,33,31,5,6,11,2019-03-02
Pacers,98,0.3889,0.3784,0.3784,6,34,26,10,7,10,2019-03-07
Bucks,117,0.5,0.4,0.4857,8,44,21,7,10,13,2019-03-07
Pacers,89,0.3735,0.3125,1.375,12,32,18,8,4,14,2019-03-10
76ers,106,0.4368,0.3043,1.0,13,39,24,10,3,13,2019-03-10
Knicks,98,0.4375,0.4643,0.5357,8,40,22,4,5,19,2019-03-12
Pacers,103,0.4353,0.2857,0.75,8,34,26,11,3,10,2019-03-12
Thunder,106,0.4419,0.4667,0.5333,8,36,24,11,5,17,2019-03-14
Pacers,108,0.4512,0.3182,1.2273,6,33,24,11,3,16,2019-03-14
Pacers,98,0.4217,0.4167,0.75,12,27,25,12,3,13,2019-03-18
Trail Blazers,106,0.4684,0.4062,0.5938,8,30,24,8,9,17,2019-03-18
Pacers,109,0.5172,0.3333,0.5714,11,35,30,8,6,20,2019-03-19
Clippers,115,0.4831,0.2941,0.5588,10,29,28,14,2,13,2019-03-19
Thunder,92,0.3579,0.2121,0.5152,15,37,18,5,4,12,2018-10-19
Clippers,108,0.4321,0.4231,1.0385,10,38,21,3,3,14,2018-10-19
Clippers,109,0.4713,0.25,1.1,9,38,18,5,4,16,2018-10-23
Pelicans,116,0.4301,0.25,1.25,12,36,22,12,8,8,2018-10-23
Wizards,104,0.3918,0.1852,0.8519,14,31,18,7,3,14,2018-10-28
Clippers,136,0.5437,0.5517,0.2759,14,43,35,7,9,14,2018-10-28
Clippers,110,0.473,0.35,1.65,6,32,18,6,7,24,2018-10-30
Thunder,128,0.5106,0.5294,1.3529,9,32,19,16,6,15,2018-10-30
Clippers,113,0.4419,0.3913,1.2174,8,34,19,6,7,18,2018-11-01
76ers,122,0.4731,0.4815,0.7778,10,33,29,7,7,14,2018-11-01
Clippers,120,0.4767,0.5,0.9615,10,40,22,5,3,13,2018-11-02
Magic,95,0.4444,0.2353,0.6471,8,32,20,7,4,10,2018-11-02
Timberwolves,109,0.4706,0.2381,1.1429,8,30,20,9,8,11,2018-11-05
Clippers,120,0.4886,0.4516,0.6452,13,30,30,5,4,12,2018-11-05
Clippers,105,0.4607,0.3478,0.6522,7,34,19,2,10,7,2018-11-08
Trail Blazers,116,0.4124,0.3846,1.0,14,39,18,4,8,6,2018-11-08
Bucks,126,0.4476,0.3478,0.3478,15,37,31,11,8,17,2018-11-10
Clippers,128,0.4646,0.4118,0.6471,10,44,26,6,6,17,2018-11-10
Spurs,111,0.402,0.3103,0.6897,15,30,19,7,6,5,2018-11-15
Clippers,116,0.4706,0.3478,1.2174,9,41,23,2,3,12,2018-11-15
Clippers,118,0.5169,0.4074,0.5556,7,37,20,6,4,17,2018-11-20
Wizards,125,0.4301,0.3333,0.8205,11,33,27,11,8,7,2018-11-20
Grizzlies,107,0.4565,0.3333,0.5185,6,41,29,6,7,16,2018-11-23
Clippers,112,0.4255,0.3478,1.0435,8,40,26,6,5,11,2018-11-23
Clippers,104,0.4222,0.2,0.92,11,37,15,9,5,4,2018-11-25
Trail Blazers,100,0.433,0.2105,0.2105,16,42,18,2,5,12,2018-11-25
Suns,99,0.4382,0.3077,0.5,7,27,20,17,6,16,2018-11-28
Clippers,115,0.4651,0.5238,1.1429,18,38,21,6,7,21,2018-11-28
Clippers,133,0.5556,0.4286,0.75,8,30,25,7,5,9,2018-11-29
Kings,121,0.4792,0.2917,0.9167,16,32,26,4,2,11,2018-11-29
Clippers,129,0.5904,0.4,1.15,7,32,29,4,1,12,2018-12-03
Pelicans,126,0.5326,0.3824,0.4412,10,25,32,10,5,7,2018-12-03
Clippers,86,0.3378,0.3478,1.2174,11,36,16,9,4,18,2018-12-05
Grizzlies,96,0.4353,0.25,0.5357,11,38,18,9,6,15,2018-12-05
Heat,121,0.4348,0.3333,0.7179,14,43,27,9,6,11,2018-12-08
Clippers,98,0.3708,0.2414,0.8621,13,36,16,5,8,16,2018-12-08
Clippers,123,0.5294,0.3333,1.2381,10,32,27,8,4,18,2018-12-10
Suns,119,0.5,0.36,0.64,10,30,31,14,8,15,2018-12-10
Raptors,123,0.5208,0.4828,0.3103,10,33,34,8,6,7,2018-12-11
Clippers,99,0.4419,0.28,0.64,12,32,25,2,5,15,2018-12-11
Clippers,87,0.3571,0.3226,0.5484,13,29,21,4,1,17,2018-12-13
Spurs,125,0.5783,0.4545,0.8636,8,39,25,10,7,11,2018-12-13
Clippers,104,0.5067,0.52,0.6,6,38,18,7,4,26,2018-12-15
Thunder,110,0.4667,0.4091,0.7727,9,31,26,13,7,11,2018-12-15
Trail Blazers,131,0.5465,0.5,1.35,6,27,26,5,4,11,2018-12-17
Clippers,127,0.506,0.3704,1.2222,8,29,27,5,1,10,2018-12-17
Kings,118,0.4712,0.3333,0.3333,12,31,26,8,10,13,2018-12-26
Clippers,127,0.5,0.4286,0.6786,14,36,23,7,6,12,2018-12-26
Clippers,118,0.4396,0.3158,1.6842,7,46,21,10,4,12,2018-12-28
Lakers,107,0.4138,0.3667,0.8,8,42,23,5,2,17,2018-12-28
Spurs,122,0.5057,0.2609,1.2174,8,41,27,10,4,15,2018-12-29
Clippers,111,0.439,0.45,1.5,7,33,22,9,2,17,2018-12-29
76ers,119,0.4828,0.4615,0.8846,17,38,25,7,7,20,2019-01-01
Clippers,113,0.4615,0.2,0.96,12,29,18,12,0,13,2019-01-01
Clippers,121,0.5119,0.4167,1.0417,16,27,31,12,7,20,2019-01-04
Suns,111,0.5325,0.4737,1.0526,7,18,24,13,9,17,2019-01-04
Magic,96,0.3708,0.2903,0.6774,13,41,24,6,7,12,2019-01-06
Clippers,106,0.4301,0.3636,0.8182,11,42,20,5,5,7,2019-01-06
Pelicans,121,0.4381,0.32,0.84,15,34,28,8,7,6,2019-01-14
Clippers,117,0.4767,0.5,0.4722,8,42,34,4,7,16,2019-01-14
Jazz,129,0.5116,0.3333,0.9091,8,40,27,9,7,13,2019-01-16
Clippers,109,0.4592,0.4545,0.4091,11,30,24,8,1,12,2019-01-16
Clippers,103,0.4588,0.5238,0.6667,4,37,23,11,2,11,2019-01-20
Spurs,95,0.4643,0.4211,0.4737,10,41,21,6,8,18,2019-01-20
Clippers,111,0.5294,0.3182,0.6364,7,34,23,5,3,7,2019-01-23
Heat,99,0.4699,0.2857,0.4643,12,28,23,3,3,14,2019-01-23
Kings,108,0.3978,0.2222,0.7222,15,29,18,12,6,12,2019-01-27
Clippers,122,0.4773,0.3793,0.931,14,38,35,6,1,18,2019-01-27
Lakers,123,0.4565,0.4231,1.0769,7,49,28,7,4,16,2019-01-31
Clippers,120,0.4423,0.3256,0.3256,12,39,26,11,8,8,2019-01-31
Clippers,103,0.427,0.1667,2.0833,7,29,15,7,7,13,2019-02-03
Raptors,121,0.4574,0.2727,0.7879,16,40,21,10,5,14,2019-02-03
Clippers,120,0.5139,0.4138,1.1724,8,29,24,8,2,21,2019-02-11
Timberwolves,130,0.5222,0.3333,1.6667,16,28,28,14,1,12,2019-02-11
Suns,107,0.4651,0.2667,0.6333,8,28,24,6,4,16,2019-02-13
Clippers,134,0.5952,0.5,1.0455,7,36,33,12,9,11,2019-02-13
Clippers,112,0.4667,0.24,1.44,7,42,21,8,4,23,2019-02-22
Grizzlies,106,0.3667,0.2812,0.9688,11,28,20,10,6,11,2019-02-22
Clippers,105,0.3936,0.1923,1.0,11,36,16,11,6,10,2019-02-27
Jazz,111,0.413,0.3235,0.7059,14,42,22,9,12,16,2019-02-27
Clippers,116,0.4348,0.3871,0.7742,16,42,19,4,6,11,2019-03-01
Kings,109,0.4409,0.2857,1.0,8,38,27,6,8,8,2019-03-01
Knicks,107,0.3977,0.3793,0.8966,9,37,23,9,9,13,2019-03-03
Clippers,128,0.4898,0.5429,0.3714,9,44,33,5,4,16,2019-03-03
Clippers,113,0.494,0.3793,0.6897,8,42,25,7,3,12,2019-03-04
Lakers,105,0.4176,0.2632,0.5,7,33,22,2,6,12,2019-03-04
Thunder,110,0.402,0.25,0.3864,14,38,20,3,7,11,2019-03-08
Clippers,118,0.4535,0.36,1.24,10,43,20,7,4,10,2019-03-08
Trail Blazers,125,0.4896,0.3871,0.6129,18,32,27,8,3,12,2019-03-12
Clippers,104,0.4,0.6,1.2667,25,26,21,7,3,11,2019-03-12
Clippers,124,0.4419,0.4286,0.9429,12,30,24,7,4,8,2019-03-24
Knicks,113,0.4767,0.2727,0.6667,13,31,22,5,7,14,2019-03-24
Lakers,119,0.4839,0.2333,0.7333,8,38,23,10,6,15,2018-10-18
Trail Blazers,128,0.44,0.3514,0.7297,14,40,21,9,10,16,2018-10-18
Spurs,143,0.5155,0.5357,1.0,10,37,32,9,3,9,2018-10-22
Lakers,142,0.514,0.359,0.4615,13,39,33,5,6,15,2018-10-22
Lakers,131,0.52,0.3571,0.6071,11,32,34,13,5,8,2018-10-24
Suns,113,0.5238,0.3226,0.4839,9,35,27,4,4,19,2018-10-24
Lakers,106,0.4767,0.3939,0.3333,7,35,19,5,5,17,2018-10-27
Spurs,110,0.4835,0.1875,1.1875,12,37,20,7,5,13,2018-10-27
Lakers,120,0.4712,0.3636,0.303,17,31,24,8,8,18,2018-10-29
Timberwolves,124,0.4286,0.4828,0.8966,20,31,26,11,12,14,2018-10-29
Lakers,114,0.5233,0.381,0.7619,9,41,20,9,11,20,2018-11-03
Trail Blazers,110,0.4231,0.1714,0.4571,16,34,20,10,5,14,2018-11-03
Raptors,121,0.5,0.2857,0.3714,13,36,32,9,4,12,2018-11-04
Lakers,107,0.4588,0.25,0.9583,6,32,25,6,4,16,2018-11-04
Timberwolves,110,0.4505,0.5,0.2,11,29,22,10,5,15,2018-11-07
Lakers,114,0.4835,0.4412,0.3235,12,35,32,6,4,16,2018-11-07
Lakers,101,0.4141,0.3158,0.1842,17,42,23,11,3,14,2018-11-10
Kings,86,0.3478,0.24,0.64,13,37,11,7,5,19,2018-11-10
Trail Blazers,117,0.4409,0.4242,0.6364,11,36,24,8,10,14,2018-11-14
Lakers,126,0.4731,0.4688,0.7188,11,37,25,11,6,13,2018-11-14
Lakers,117,0.4778,0.3333,0.7,8,33,22,5,6,14,2018-11-17
Magic,130,0.5376,0.3438,0.5938,11,30,28,5,8,13,2018-11-17
Lakers,113,0.4421,0.4074,0.6667,14,36,16,7,5,9,2018-11-18
Heat,97,0.4023,0.4062,0.4375,12,36,20,3,5,12,2018-11-18
Jazz,83,0.3882,0.1739,0.5652,7,34,22,12,3,19,2018-11-23
Lakers,90,0.4557,0.3043,0.4783,5,42,10,11,5,23,2018-11-23
Magic,108,0.4516,0.3548,0.4194,9,36,31,8,5,13,2018-11-25
Lakers,104,0.4684,0.3846,0.7692,5,37,22,9,10,18,2018-11-25
Suns,96,0.3978,0.3939,0.2727,7,33,24,12,8,15,2018-12-02
Lakers,120,0.5,0.4074,0.6296,11,45,26,9,4,19,2018-12-02
Spurs,113,0.4479,0.2593,0.7407,11,38,18,8,2,10,2018-12-05
Lakers,121,0.4773,0.359,0.5897,6,36,21,6,3,12,2018-12-05
Lakers,120,0.46,0.3056,0.4722,10,33,24,8,1,8,2018-12-07
Spurs,133,0.5055,0.4194,0.9032,9,39,27,4,7,10,2018-12-07
Lakers,111,0.4433,0.4,0.225,19,38,27,11,6,18,2018-12-08
Grizzlies,88,0.4048,0.2,0.4667,9,27,17,13,7,15,2018-12-08
Heat,105,0.4468,0.3235,0.2941,14,36,29,9,7,17,2018-12-10
Lakers,108,0.4556,0.4375,0.375,12,34,24,9,7,12,2018-12-10
Lakers,110,0.4835,0.3056,0.3056,8,35,24,10,6,22,2018-12-16
Wizards,128,0.5094,0.4194,0.2258,15,36,30,14,5,17,2018-12-16
Pelicans,104,0.4314,0.2963,0.2963,14,39,27,8,6,12,2018-12-21
Lakers,112,0.4674,0.25,0.5625,8,40,28,7,4,12,2018-12-21
Grizzlies,107,0.4667,0.5385,0.3462,9,34,24,9,7,9,2018-12-23
Lakers,99,0.4933,0.3333,0.5,6,35,27,6,8,16,2018-12-23
Lakers,116,0.5114,0.4,0.64,9,37,25,7,5,17,2018-12-27
Kings,117,0.4455,0.3448,0.5862,16,32,25,10,5,14,2018-12-27
Kings,114,0.4842,0.3824,0.2647,9,36,24,8,5,13,2018-12-30
Lakers,121,0.4796,0.3409,0.2727,12,38,30,7,5,14,2018-12-30
Thunder,107,0.381,0.2258,0.6452,17,47,22,8,5,11,2019-01-02
Lakers,100,0.4157,0.2593,0.7037,8,46,24,8,9,17,2019-01-02
Knicks,119,0.3737,0.2973,0.9189,13,43,20,12,4,6,2019-01-04
Lakers,112,0.4388,0.2973,0.4054,12,43,23,4,7,16,2019-01-04
Lakers,86,0.3678,0.2273,0.7727,12,36,20,6,4,21,2019-01-06
Timberwolves,108,0.4607,0.3438,0.4688,8,42,24,10,9,14,2019-01-06
Lakers,95,0.3592,0.1852,0.5926,16,39,14,9,5,12,2019-01-11
Jazz,113,0.3958,0.3571,0.5238,15,50,24,9,9,16,2019-01-11
Lakers,138,0.5051,0.475,0.475,14,49,37,11,5,23,2019-01-17
Thunder,128,0.3942,0.4074,0.4444,15,29,31,10,4,15,2019-01-17
Timberwolves,120,0.4314,0.303,0.6667,22,33,24,8,3,12,2019-01-24
Lakers,105,0.5057,0.2857,0.3214,9,30,28,5,5,19,2019-01-24
Suns,102,0.4,0.2692,1.0385,15,25,19,8,9,16,2019-01-27
Lakers,116,0.5281,0.4348,0.5217,14,27,28,8,10,16,2019-01-27
76ers,121,0.4516,0.4167,0.6111,12,32,33,15,6,12,2019-01-29
Lakers,105,0.4674,0.3043,0.5217,14,35,26,7,4,21,2019-01-29
Lakers,120,0.5161,0.3704,0.5185,9,34,31,3,4,16,2019-02-10
76ers,143,0.5773,0.5,0.7917,7,35,33,10,3,7,2019-02-10
Lakers,115,0.5432,0.3448,0.5862,6,33,33,10,3,23,2019-02-23
Pelicans,128,0.5208,0.375,0.325,9,32,31,14,4,17,2019-02-23
Lakers,105,0.4494,0.3704,0.5556,10,36,25,8,5,17,2019-02-25
Grizzlies,110,0.4409,0.25,0.5278,15,42,20,7,5,14,2019-02-25
Pelicans,119,0.451,0.2,0.5714,14,38,31,6,3,13,2019-02-27
Lakers,125,0.5213,0.32,0.76,6,33,37,7,8,8,2019-02-27
Bucks,131,0.5161,0.35,0.525,11,40,30,4,6,11,2019-03-01
Lakers,120,0.4792,0.325,0.375,8,32,29,4,4,9,2019-03-01
Lakers,109,0.4831,0.32,0.6,10,30,27,3,3,11,2019-03-02
Suns,118,0.5132,0.2308,1.3077,9,32,21,7,8,10,2019-03-02
Lakers,98,0.4471,0.2258,0.4839,6,40,24,11,3,20,2019-03-14
Raptors,111,0.3956,0.3902,0.561,13,39,21,15,6,17,2019-03-14
Lakers,123,0.4845,0.2593,0.8148,15,20,26,12,5,10,2019-03-17
Knicks,124,0.5789,0.4615,0.9231,10,35,24,4,5,23,2019-03-17
Lakers,101,0.3837,0.3721,0.4419,8,34,20,9,5,19,2019-03-19
Bucks,115,0.4607,0.3191,0.383,12,42,25,9,4,17,2019-03-19
Kings,106,0.375,0.4242,0.4242,16,34,27,13,4,7,2019-03-24
Lakers,111,0.4588,0.325,0.5,9,47,29,4,8,20,2019-03-24
Grizzlies,92,0.369,0.3214,0.75,7,36,18,10,2,10,2018-10-22
Jazz,84,0.3537,0.25,0.5625,10,40,18,6,6,15,2018-10-22
Grizzlies,92,0.383,0.2703,0.2703,13,36,18,7,6,15,2018-10-24
Kings,97,0.4217,0.3333,1.1667,15,42,19,7,5,14,2018-10-24
Suns,96,0.4615,0.2727,0.4545,5,30,28,5,1,19,2018-10-27
Grizzlies,117,0.557,0.3462,0.7692,3,36,30,12,1,12,2018-10-27
Wizards,95,0.4324,0.4,0.4857,5,32,24,9,7,20,2018-10-30
Grizzlies,107,0.4865,0.4643,0.7857,6,32,28,16,3,15,2018-10-30
Grizzlies,110,0.5067,0.5,0.8077,9,30,23,9,3,11,2018-11-02
Jazz,100,0.4675,0.3889,0.3889,10,29,21,3,5,14,2018-11-02
Grizzlies,100,0.4737,0.3043,0.913,9,21,19,13,3,13,2018-11-04
Suns,102,0.5156,0.4375,0.6875,5,32,25,7,3,24,2018-11-04
76ers,106,0.5176,0.2581,0.3226,8,40,27,10,6,23,2018-11-10
Grizzlies,112,0.4369,0.3667,0.3667,15,30,16,9,3,11,2018-11-10
Jazz,96,0.3902,0.2812,0.7188,13,36,19,7,6,15,2018-11-12
Grizzlies,88,0.4177,0.1667,0.75,8,34,19,7,9,16,2018-11-12
Grizzlies,116,0.506,0.3889,0.5,4,30,24,8,4,12,2018-11-14
Bucks,113,0.5062,0.2571,0.6286,9,35,22,5,8,16,2018-11-14
Kings,104,0.4625,0.3636,0.5455,9,33,23,9,2,21,2018-11-16
Grizzlies,112,0.5059,0.44,0.6,9,31,24,11,5,13,2018-11-16
Grizzlies,100,0.4268,0.4286,0.6429,10,33,26,11,9,12,2018-11-18
Timberwolves,87,0.3875,0.4138,0.4483,10,39,20,8,3,20,2018-11-18
Grizzlies,104,0.4815,0.32,0.72,4,36,21,4,7,9,2018-11-21
Spurs,103,0.4268,0.3182,1.1818,10,33,21,4,5,8,2018-11-21
Knicks,103,0.3736,0.3636,1.2273,14,42,17,4,5,7,2018-11-25
Grizzlies,98,0.4419,0.3667,0.3667,6,35,27,5,19,7,2018-11-25
Raptors,122,0.6087,0.5455,0.6061,4,27,25,5,5,15,2018-11-27
Grizzlies,114,0.5059,0.3448,0.6207,11,24,27,9,5,13,2018-11-27
Grizzlies,95,0.4177,0.3929,0.6429,3,32,19,7,7,14,2018-12-02
76ers,103,0.4865,0.3636,1.0455,3,41,22,5,2,16,2018-12-02
Grizzlies,107,0.4699,0.4211,1.1053,10,32,30,10,7,11,2018-12-07
Pelicans,103,0.4524,0.2414,0.6897,10,32,25,5,5,18,2018-12-07
Trail Blazers,83,0.3678,0.2727,0.5909,4,40,15,11,9,14,2018-12-12
Grizzlies,92,0.4146,0.3333,0.6667,9,42,19,9,10,12,2018-12-12
Heat,100,0.439,0.3846,0.3333,14,36,30,3,8,16,2018-12-14
Grizzlies,97,0.4217,0.2759,0.6552,10,24,21,9,5,7,2018-12-14
Grizzlies,92,0.4231,0.3333,0.6296,11,25,22,12,10,14,2018-12-19
Trail Blazers,99,0.4667,0.4231,0.6923,12,31,16,9,4,21,2018-12-19
Grizzlies,99,0.4625,0.5,0.2812,8,36,24,7,8,18,2018-12-21
Kings,102,0.375,0.3659,0.5122,12,30,25,10,5,10,2018-12-21
Grizzlies,88,0.378,0.3929,0.5357,8,34,21,12,3,20,2019-01-05
Spurs,108,0.4932,0.3182,1.3182,3,40,26,10,3,15,2019-01-05
Grizzlies,95,0.4487,0.3333,0.5,6,30,28,5,7,18,2019-01-07
Pelicans,114,0.557,0.3529,1.1765,5,35,27,13,4,14,2019-01-07
Spurs,86,0.3614,0.4074,0.5556,8,45,14,4,2,13,2019-01-09
Grizzlies,96,0.4111,0.2424,0.4242,9,43,22,6,8,9,2019-01-09
Grizzlies,108,0.4815,0.3103,0.7241,10,28,18,9,6,10,2019-01-12
Heat,112,0.5,0.4839,0.5484,10,28,25,7,4,14,2019-01-12
Bucks,111,0.4762,0.3529,0.5588,5,45,27,9,8,15,2019-01-16
Grizzlies,101,0.3895,0.3226,0.5484,13,35,29,11,9,14,2019-01-16
Grizzlies,90,0.425,0.3448,0.4138,10,32,21,7,3,24,2019-01-19
Raptors,119,0.4889,0.4722,0.3889,8,29,31,19,8,10,2019-01-19
Pelicans,105,0.527,0.3462,0.6923,7,43,19,8,7,19,2019-01-21
Grizzlies,85,0.375,0.2571,0.2857,10,25,21,10,1,11,2019-01-21
Kings,99,0.4066,0.3636,0.3939,12,37,23,11,5,17,2019-01-25
Grizzlies,96,0.425,0.3,1.1,9,35,22,13,5,16,2019-01-25
Grizzlies,97,0.4138,0.2609,0.8261,14,37,21,3,7,18,2019-01-30
Timberwolves,99,0.3895,0.2286,0.4857,11,30,25,12,3,10,2019-01-30
Grizzlies,96,0.4066,0.3462,0.5,10,39,25,8,4,7,2019-02-03
Knicks,84,0.3784,0.3,0.4,6,39,20,4,6,15,2019-02-03
Timberwolves,106,0.4483,0.3103,0.6552,16,39,26,4,4,15,2019-02-05
Grizzlies,108,0.4186,0.4412,0.6176,12,27,18,11,6,8,2019-02-05
Grizzlies,95,0.4416,0.2917,0.8333,8,37,19,9,4,24,2019-02-07
Thunder,117,0.4778,0.3864,0.3182,11,33,29,17,2,11,2019-02-07
Pelicans,90,0.3953,0.1818,0.4848,17,35,25,6,5,15,2019-02-09
Grizzlies,99,0.4318,0.2759,0.5172,10,35,27,6,2,10,2019-02-09
Spurs,108,0.4186,0.619,1.0952,10,33,23,6,5,7,2019-02-12
Grizzlies,107,0.4944,0.3333,0.4583,8,40,25,5,6,12,2019-02-12
Grizzlies,95,0.443,0.3182,0.8182,4,40,22,9,9,20,2019-03-03
Thunder,99,0.3548,0.3,0.8,17,36,19,10,5,14,2019-03-03
Trail Blazers,111,0.5316,0.3103,0.6207,5,31,25,7,4,20,2019-03-05
Grizzlies,120,0.5333,0.4815,1.0,4,30,22,11,5,16,2019-03-05
Jazz,104,0.4268,0.375,0.3333,10,31,21,8,10,12,2019-03-08
Grizzlies,114,0.5111,0.4091,0.5909,8,35,31,5,5,10,2019-03-08
Magic,97,0.3563,0.3158,0.6053,15,38,23,6,4,13,2019-03-10
Grizzlies,105,0.4146,0.2903,0.9032,6,39,23,6,6,10,2019-03-10
Grizzlies,128,0.5333,0.3636,0.6061,7,33,35,5,3,8,2019-03-16
Wizards,135,0.5062,0.4857,1.0286,9,36,26,6,7,11,2019-03-16
Grizzlies,119,0.5054,0.3947,0.2632,10,42,28,5,6,13,2019-03-22
Magic,123,0.4731,0.359,0.5385,4,40,30,6,5,8,2019-03-22
Timberwolves,112,0.4819,0.4615,0.7692,13,36,25,7,10,19,2019-03-23
Grizzlies,99,0.375,0.303,0.5152,20,27,22,8,4,15,2019-03-23
Thunder,103,0.4,0.3333,0.4167,12,29,17,8,4,10,2019-03-25
Grizzlies,115,0.4494,0.3333,0.7273,13,44,31,8,3,11,2019-03-25
Heat,101,0.3918,0.2727,0.4848,14,38,16,4,5,16,2018-10-17
Magic,104,0.4149,0.28,0.76,14,37,20,7,7,12,2018-10-17
Heat,113,0.3918,0.3429,0.7143,22,33,25,6,5,16,2018-10-18
Wizards,112,0.4691,0.2692,1.1154,7,33,19,7,15,14,2018-10-18
Knicks,87,0.3626,0.3636,0.2727,10,35,20,5,3,12,2018-10-24
Heat,110,0.4756,0.4483,0.6552,4,47,24,7,5,13,2018-10-24
Trail Blazers,111,0.4205,0.3636,0.7576,8,34,14,7,8,9,2018-10-27
Heat,120,0.4583,0.3846,0.4359,16,40,21,7,8,12,2018-10-27
Kings,123,0.4948,0.4615,0.5769,9,37,28,8,8,12,2018-10-29
Heat,113,0.413,0.3333,0.6154,13,39,20,10,9,18,2018-10-29
Spurs,88,0.3298,0.4062,0.4062,12,37,19,8,5,12,2018-11-07
Heat,95,0.3871,0.3125,0.4062,14,46,21,8,11,13,2018-11-07
Wizards,116,0.4819,0.3636,1.2727,17,31,14,8,5,15,2018-11-10
Heat,110,0.4432,0.3636,0.6061,14,24,25,5,5,19,2018-11-10
76ers,124,0.4699,0.4167,0.8611,10,32,24,5,0,9,2018-11-12
Heat,114,0.4805,0.4194,0.871,8,32,19,5,6,15,2018-11-12
Heat,115,0.4105,0.4167,0.6111,17,29,21,6,5,7,2018-11-25
Raptors,125,0.5222,0.3143,0.5714,11,36,25,4,7,9,2018-11-25
Pelicans,101,0.4268,0.2143,0.8929,11,35,25,4,8,16,2018-11-30
Heat,106,0.4301,0.3333,0.4545,13,33,22,10,4,10,2018-11-30
Jazz,100,0.4382,0.3333,0.3333,10,40,21,8,6,13,2018-12-02
Heat,102,0.3956,0.4194,0.5484,14,36,20,8,8,13,2018-12-02
Magic,105,0.4419,0.5,0.5357,11,32,22,5,4,11,2018-12-04
Heat,90,0.4176,0.3429,0.0571,16,31,19,7,11,15,2018-12-04
Heat,115,0.4884,0.4054,0.4324,6,34,32,10,5,12,2018-12-07
Suns,98,0.4557,0.4118,0.3529,4,38,27,7,4,20,2018-12-07
Heat,84,0.3766,0.3636,0.4242,2,28,16,10,2,13,2018-12-12
Jazz,111,0.5263,0.5,0.4688,7,45,29,6,4,17,2018-12-12
Heat,102,0.4176,0.2857,0.4571,22,35,22,6,4,18,2018-12-16
Pelicans,96,0.407,0.3611,0.3611,11,27,26,12,5,10,2018-12-16
Bucks,87,0.369,0.2093,0.3721,6,42,20,6,9,15,2018-12-22
Heat,94,0.382,0.3125,0.5,11,46,22,9,3,12,2018-12-22
Heat,115,0.5059,0.5161,0.4194,9,30,27,11,3,11,2018-12-23
Magic,91,0.4143,0.3571,0.8214,12,28,15,4,5,19,2018-12-23
Raptors,106,0.4684,0.4333,0.6333,10,33,19,8,2,16,2018-12-26
Heat,104,0.5181,0.4138,0.2069,6,29,28,10,6,12,2018-12-26
